index, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 
ve30vtd17active/ate87atl10apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 2, 3, 4, 4, 3, 4, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 3, 5, 8, 8, 13, 14, 19, 26, 31, 31, 34, 38, 44, 41, 44, 45, 45, 39, 34, 37, 29, 25, 27, 23, 19, 18, 11, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve30vtd38active/ate87atl10apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 3, 6, 4, 4, 3, 2, 0, 3, 2, 1, 1, 2, 1, 1, 1, 1, 2, 4, 3, 3, 4, 5, 7, 12, 16, 20, 25, 28, 37, 40, 45, 45, 52, 43, 49, 48, 40, 35, 38, 34, 32, 23, 23, 22, 16, 18, 15, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
ve70vtd17active/ate87atl10apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 2, 5, 3, 4, 3, 2, 2, 2, 2, 3, 1, 2, 1, 1, 1, 1, 2, 2, 3, 4, 6, 9, 10, 11, 16, 18, 25, 22, 26, 34, 35, 43, 38, 39, 38, 34, 33, 30, 28, 24, 21, 21, 18, 15, 15, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve70vtd38active/ate87atl10apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 2, 4, 4, 5, 2, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 4, 4, 4, 6, 8, 11, 15, 22, 21, 31, 36, 45, 49, 56, 51, 46, 49, 53, 39, 38, 32, 29, 24, 24, 23, 18, 16, 15, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve30vtd17allonpost/ate87atl10apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 3, 4, 4, 6, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 3, 2, 2, 2, 4, 6, 9, 9, 12, 15, 21, 32, 29, 40, 40, 46, 48, 47, 52, 43, 46, 41, 32, 39, 39, 32, 28, 28, 24, 17, 18, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve30vtd38allonpost/ate87atl10apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 0, 2, 4, 4, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 2, 3, 4, 8, 6, 9, 12, 18, 20, 31, 37, 38, 45, 47, 46, 50, 46, 41, 42, 43, 42, 39, 32, 28, 27, 25, 22, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve70vtd17allonpost/ate87atl10apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 0, 3, 5, 4, 3, 3, 3, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 4, 4, 6, 7, 10, 12, 16, 22, 30, 36, 40, 37, 48, 53, 51, 54, 47, 46, 51, 37, 40, 36, 36, 28, 24, 22, 20, 21, 17, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve70vtd38allonpost/ate87atl10apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 3, 4, 3, 4, 2, 3, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 5, 5, 6, 9, 10, 13, 17, 22, 28, 33, 39, 42, 48, 45, 55, 51, 44, 55, 42, 42, 39, 33, 30, 26, 26, 20, 19, 15, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve30vtd17milworkers/ate87atl10apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 2, 3, 4, 4, 3, 4, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 3, 5, 8, 8, 13, 14, 19, 26, 31, 31, 34, 38, 44, 41, 44, 45, 45, 39, 34, 37, 29, 25, 27, 23, 19, 18, 11, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve30vtd38milworkers/ate87atl10apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 3, 6, 4, 4, 3, 2, 0, 3, 2, 1, 1, 2, 1, 1, 1, 1, 2, 4, 3, 3, 4, 5, 7, 12, 16, 20, 25, 28, 37, 40, 45, 45, 52, 43, 49, 48, 40, 35, 38, 34, 32, 23, 23, 22, 16, 18, 15, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
ve70vtd17milworkers/ate87atl10apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 2, 5, 3, 4, 3, 2, 2, 2, 2, 3, 1, 2, 1, 1, 1, 1, 2, 2, 3, 4, 6, 9, 10, 11, 16, 18, 25, 22, 26, 34, 35, 43, 38, 39, 38, 34, 33, 30, 28, 24, 21, 21, 18, 15, 15, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve70vtd38milworkers/ate87atl10apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 2, 4, 4, 5, 2, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 4, 4, 4, 6, 8, 11, 15, 22, 21, 31, 36, 45, 49, 56, 51, 46, 49, 53, 39, 38, 32, 29, 24, 24, 23, 18, 16, 15, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve30vtd17active/ate87atl30apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 2, 3, 4, 4, 3, 4, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 3, 5, 8, 8, 13, 14, 19, 26, 31, 31, 34, 38, 44, 41, 44, 45, 45, 39, 34, 37, 29, 25, 27, 23, 19, 18, 11, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve30vtd38active/ate87atl30apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 3, 6, 4, 4, 3, 2, 0, 3, 2, 1, 1, 2, 1, 1, 1, 1, 2, 4, 3, 3, 4, 5, 7, 12, 16, 20, 25, 28, 37, 40, 45, 45, 52, 43, 49, 48, 40, 35, 38, 34, 32, 23, 23, 22, 16, 18, 15, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
ve70vtd17active/ate87atl30apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 2, 5, 3, 4, 3, 2, 2, 2, 2, 3, 1, 2, 1, 1, 1, 1, 2, 2, 3, 4, 6, 9, 10, 11, 16, 18, 25, 22, 26, 34, 35, 43, 38, 39, 38, 34, 33, 30, 28, 24, 21, 21, 18, 15, 15, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve70vtd38active/ate87atl30apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 2, 4, 4, 5, 2, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 2, 4, 4, 4, 6, 8, 11, 15, 22, 21, 31, 36, 45, 49, 56, 51, 46, 49, 53, 39, 38, 32, 29, 24, 24, 23, 18, 16, 15, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve30vtd17allonpost/ate87atl30apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 3, 4, 4, 6, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 3, 2, 2, 2, 4, 6, 9, 9, 12, 15, 21, 32, 29, 40, 40, 46, 48, 47, 52, 43, 46, 41, 32, 39, 39, 32, 28, 28, 24, 17, 18, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve30vtd38allonpost/ate87atl30apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 0, 2, 4, 4, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 2, 3, 4, 8, 6, 9, 12, 18, 20, 31, 37, 38, 45, 47, 46, 50, 46, 41, 42, 43, 42, 39, 32, 28, 27, 25, 22, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve70vtd17allonpost/ate87atl30apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 0, 3, 5, 4, 3, 3, 3, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 4, 4, 6, 7, 10, 12, 16, 22, 30, 36, 40, 37, 48, 53, 51, 54, 47, 46, 51, 37, 40, 36, 36, 28, 24, 22, 20, 21, 17, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve70vtd38allonpost/ate87atl30apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 3, 4, 3, 4, 2, 3, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 5, 5, 6, 9, 10, 13, 17, 22, 28, 33, 39, 42, 48, 45, 55, 51, 44, 55, 42, 42, 39, 33, 30, 26, 26, 20, 19, 15, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve30vtd17milworkers/ate87atl30apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 2, 3, 4, 4, 3, 4, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 3, 5, 8, 8, 13, 14, 19, 26, 31, 31, 34, 38, 44, 41, 44, 45, 45, 39, 34, 37, 29, 25, 27, 23, 19, 18, 11, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
ve30vtd38milworkers/ate87atl30apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 3, 6, 4, 4, 3, 2, 0, 3, 2, 1, 1, 2, 1, 1, 1, 1, 2, 4, 3, 3, 4, 5, 7, 12, 16, 20, 25, 28, 37, 40, 45, 45, 52, 43, 49, 48, 40, 35, 38, 34, 32, 23, 23, 22, 16, 18, 15, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
ve70vtd17milworkers/ate87atl30apl10/sq90sqg25sqtd10sql7, 0, 30, 0, 1, 2, 5, 3, 4, 3, 2, 2, 2, 2, 3, 1, 2, 1, 1, 1, 1, 2, 2, 3, 4, 6, 9, 10, 11, 16, 18, 25, 22, 26, 34, 35, 43, 38, 39, 38, 34, 33, 30, 28, 24, 21, 21, 18, 15, 15, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
