index, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 
ve30vtd17milworkers/ate25atl30apl10/sq90sqg25sqtd10sql7, 0, 15, 0, 0, 2, 5, 5, 3, 5, 3, 8, 7, 5, 8, 7, 11, 14, 21, 25, 38, 56, 71, 98, 146, 182, 230, 296, 361, 399, 440, 443, 456, 433, 388, 361, 348, 306, 287, 240, 212, 190, 168, 155, 139, 126, 134, 129, 133, 115, 124, 130, 20, 22, 23, 21, 16, 8, 7, 6, 3, 
ve30vtd38milworkers/ate25atl30apl10/sq90sqg25sqtd10sql7, 0, 15, 0, 1, 2, 3, 4, 4, 3, 3, 5, 4, 5, 7, 12, 14, 14, 18, 35, 49, 62, 75, 108, 145, 213, 243, 300, 343, 351, 390, 379, 380, 392, 406, 406, 392, 373, 319, 297, 242, 221, 187, 178, 163, 143, 149, 143, 134, 134, 141, 143, 25, 28, 27, 27, 15, 12, 12, 10, 7, 
ve70vtd17milworkers/ate25atl30apl10/sq90sqg25sqtd10sql7, 0, 15, 0, 1, 5, 5, 4, 6, 6, 5, 5, 8, 7, 12, 11, 17, 25, 28, 37, 50, 75, 89, 121, 157, 189, 256, 305, 332, 375, 416, 455, 443, 438, 407, 393, 348, 296, 261, 220, 208, 170, 166, 153, 158, 135, 136, 139, 134, 143, 144, 142, 29, 29, 32, 24, 22, 12, 10, 6, 5, 
ve70vtd38milworkers/ate25atl30apl10/sq90sqg25sqtd10sql7, 0, 15, 0, 1, 5, 4, 4, 5, 5, 5, 5, 4, 9, 6, 9, 12, 14, 19, 28, 32, 54, 66, 91, 130, 184, 225, 282, 337, 364, 394, 394, 408, 391, 412, 390, 409, 370, 327, 292, 228, 196, 181, 157, 140, 140, 125, 129, 121, 121, 112, 119, 24, 19, 22, 18, 11, 8, 7, 6, 5, 
ve30vtd17active/ate87atl10apl30/sq90sqg25sqtd10sql7, 0, 15, 0, 1, 3, 3, 5, 3, 4, 5, 5, 4, 6, 6, 9, 13, 20, 22, 28, 48, 60, 81, 101, 135, 173, 208, 234, 255, 276, 297, 310, 305, 297, 279, 257, 276, 270, 280, 279, 288, 279, 278, 256, 223, 203, 199, 163, 150, 146, 141, 134, 18, 19, 17, 19, 14, 10, 5, 6, 4, 
ve30vtd38active/ate87atl10apl30/sq90sqg25sqtd10sql7, 0, 15, 0, 0, 2, 4, 3, 5, 3, 1, 4, 5, 6, 8, 8, 9, 16, 19, 28, 36, 48, 67, 92, 143, 161, 218, 268, 311, 358, 410, 424, 449, 443, 411, 403, 368, 335, 306, 268, 229, 207, 197, 159, 162, 147, 147, 129, 143, 142, 139, 147, 25, 29, 24, 26, 18, 13, 8, 8, 5, 
ve70vtd17active/ate87atl10apl30/sq90sqg25sqtd10sql7, 0, 15, 0, 0, 4, 5, 5, 6, 6, 7, 6, 8, 8, 12, 12, 21, 28, 35, 43, 65, 80, 118, 139, 193, 239, 280, 344, 365, 391, 393, 378, 356, 333, 314, 289, 273, 254, 248, 233, 215, 189, 184, 160, 144, 141, 121, 128, 120, 121, 121, 118, 20, 26, 24, 20, 14, 12, 9, 6, 4, 
ve70vtd38active/ate87atl10apl30/sq90sqg25sqtd10sql7, 0, 15, 0, 1, 1, 5, 3, 3, 3, 4, 5, 5, 7, 7, 10, 14, 21, 30, 37, 54, 85, 114, 151, 209, 250, 299, 331, 360, 381, 358, 379, 363, 383, 340, 335, 326, 311, 282, 264, 197, 184, 173, 155, 140, 136, 129, 119, 125, 121, 116, 132, 22, 24, 20, 20, 15, 12, 9, 3, 2, 
ve30vtd17allonpost/ate87atl10apl30/sq90sqg25sqtd10sql7, 0, 15, 0, 0, 2, 3, 3, 4, 3, 3, 5, 4, 6, 6, 10, 11, 17, 24, 34, 51, 60, 83, 128, 170, 224, 276, 344, 376, 418, 428, 428, 386, 376, 353, 331, 314, 298, 276, 250, 238, 218, 205, 172, 169, 160, 155, 140, 146, 152, 151, 163, 28, 28, 32, 26, 18, 13, 11, 9, 5, 
ve30vtd38allonpost/ate87atl10apl30/sq90sqg25sqtd10sql7, 0, 15, 0, 0, 2, 5, 5, 4, 4, 4, 4, 3, 4, 4, 8, 9, 11, 15, 23, 28, 45, 61, 90, 104, 141, 179, 198, 243, 241, 262, 233, 244, 235, 240, 265, 278, 316, 319, 313, 304, 299, 289, 279, 263, 249, 233, 210, 181, 172, 169, 148, 16, 14, 15, 13, 8, 7, 6, 3, 3, 
