index, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 
seeds120, 0, 120, 0, 5, 12, 19, 16, 11, 11, 9, 10, 8, 8, 5, 7, 9, 10, 6, 10, 12, 10, 14, 13, 19, 22, 25, 37, 39, 46, 46, 49, 48, 56, 46, 40, 38, 31, 34, 31, 25, 19, 20, 16, 16, 14, 12, 11, 13, 10, 6, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
seeds60, 0, 60, 0, 2, 6, 7, 7, 7, 8, 2, 6, 4, 6, 5, 5, 4, 4, 5, 6, 8, 6, 8, 10, 12, 14, 16, 23, 32, 38, 45, 47, 55, 53, 55, 57, 52, 46, 39, 36, 37, 28, 26, 22, 21, 23, 14, 16, 12, 15, 11, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
seeds30, 0, 30, 0, 1, 2, 3, 4, 3, 2, 2, 1, 3, 2, 3, 1, 2, 2, 2, 3, 3, 3, 4, 3, 6, 6, 9, 10, 15, 20, 20, 30, 32, 38, 43, 47, 53, 48, 49, 48, 44, 42, 38, 35, 30, 32, 24, 24, 21, 17, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
seeds15, 0, 15, 0, 0, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 1, 2, 2, 3, 2, 3, 2, 3, 4, 4, 5, 5, 9, 9, 10, 16, 17, 20, 22, 28, 37, 40, 47, 49, 50, 50, 52, 52, 48, 43, 40, 35, 32, 33, 23, 25, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
